group,variable,value,religion
80,Hungary,16,Undeclared
81,Hungary,16,Undeclared
82,Hungary,16,Undeclared
83,Hungary,16,Undeclared
84,Hungary,16,Undeclared
85,Hungary,16,Undeclared
86,Hungary,16,Undeclared
87,Hungary,16,Undeclared
88,Hungary,16,Undeclared
89,Hungary,16,Undeclared
90,Hungary,16,Undeclared
91,Hungary,16,Undeclared
92,Hungary,16,Undeclared
93,Hungary,16,Undeclared
94,Hungary,16,Undeclared
95,Hungary,16,Undeclared
96,Hungary,16,Undeclared
97,Hungary,16,Undeclared
98,Hungary,16,Undeclared
99,Hungary,16,Undeclared
100,Hungary,16,Undeclared
